losses
11.62488842010498
9.812817573547363
0.13101057708263397
5.2369184494018555
12.322582244873047
10.941492080688477
2.575409412384033
0.3429115414619446
10.22779655456543
1.0959192514419556
1.3016180992126465
1.2269930839538574
3.228860855102539
1.224010944366455
4.7218170166015625
1.1267845630645752
13.684049606323242
1.9448411464691162
12.575398445129395
3.6195478439331055
0.15618067979812622
0.14537754654884338
1.081462025642395
32.3392219543457
0.1581934094429016
0.3011525869369507
0.3326491713523865
4.060455799102783
2.2214081287384033
0.9613843560218811
0.17480985820293427
1.186369776725769
3.2957327365875244
3.6013965606689453
1.7386627197265625
1.9864671230316162
2.2999377250671387
2.4653310775756836
2.068901538848877
5.601789951324463
4.047909259796143
11.423641204833984
5.94216251373291
2.726003408432007
11.565699577331543
1.7684556245803833
5.0920820236206055
6.223995685577393
4.435060501098633
4.955869674682617
5.624340057373047
6.6243062019348145
7.369653701782227
5.0964202880859375
3.6628479957580566
4.414363861083984
4.76685905456543
3.1556499004364014
2.4523754119873047
5.037920951843262
7.359057426452637
2.2803192138671875
5.157941818237305
4.575113773345947
20.05060386657715
8.551145553588867
33.93492889404297
3.2963736057281494
2.205577850341797
5.517912864685059
0.2579941153526306
6.699515342712402
3.8465240001678467
3.424306631088257
13.889864921569824
13.257400512695312
4.857387542724609
7.006472587585449
3.8154072761535645
2.902886390686035
2.248983860015869
1.9541674852371216
3.225745916366577
36.516849517822266
7.545340061187744
8.593535423278809
3.635051965713501
4.119027614593506
3.1153440475463867
4.194201469421387
5.286297798156738
10.028602600097656
2.9701554775238037
1.962410569190979
7.035408973693848
11.629390716552734
5.702094554901123
7.234069347381592
6.3850908279418945
8.86689567565918
5.024724006652832
4.494141578674316
4.712284088134766
3.8330068588256836
7.804237365722656
5.600001335144043
6.257964134216309
6.440513610839844
4.800528526306152
12.543838500976562
2.570777416229248
5.969290733337402
19.671192169189453
4.254669189453125
3.314253091812134
2.638143539428711
15.90141773223877
8.373138427734375
4.135198593139648
2.8209829330444336
4.635729789733887
4.922163009643555
4.378658771514893
2.4164607524871826
7.681602478027344
4.338719367980957
6.14224100112915
2.911790609359741
5.452914237976074
2.7356295585632324
3.053856134414673
5.341545104980469
1.8971147537231445
3.876615524291992
2.4142799377441406
5.4744157791137695
3.4435744285583496
3.7973694801330566
3.6966612339019775
5.165666580200195
4.9811482429504395
2.722378730773926
11.133169174194336
12.154739379882812
3.4816770553588867
4.757929801940918
10.576070785522461
4.474964141845703
20.44058609008789
402.69366455078125
230.9617156982422
287.14337158203125
1347.5302734375
465.7905578613281
1887.87158203125
1441.912353515625
2039.5672607421875
2168.89990234375
8153.43408203125
6735.72607421875
6116.123046875
8844.3466796875
15389.029296875
2891.02001953125
2053.552978515625
8147.66357421875
25476.34765625
3043.513671875
2317.8896484375
1499.8880615234375
2002.231201171875
2014.2972412109375
1820.9171142578125
3464.114990234375
2215.037109375
