rewards
11121.0
2405.0
20420.0
14524.0
2902.0
403.0
6211.0
12025.0
10729.0
11917.0
11111.0
1809.0
9121.0
7111.0
10121.0
11112.0
12216.0
3820.0
9521.0
6814.0
3510.0
8323.0
14326.0
20130.0
7407.0
14120.0
2003.0
8306.0
17718.0
11124.0
7501.0
16028.0
7813.0
10206.0
2610.0
4605.0
2418.0
9724.0
10416.0
10915.0
7109.0
2010.0
10312.0
906.0
7020.0
27341.0
11206.0
12226.0
14219.0
12118.0
4025.0
6322.0
1603.0
15225.0
6724.0
7711.0
7215.0
7324.0
9608.0
12417.0
11804.0
28126.0
7307.0
4806.0
1404.0
6312.0
4517.0
4712.0
4609.0
32137.0
7009.0
26734.0
3611.0
7018.0
7910.0
5008.0
17416.0
11622.0
7710.0
3607.0
4308.0
11317.0
14532.0
7408.0
13123.0
8314.0
6508.0
7803.0
11313.0
7415.0
17710.0
9423.0
4107.0
3005.0
14609.0
2405.0
12336.0
13407.0
6206.0
7721.0
5110.0
27823.0
14127.0
11322.0
26633.0
11415.0
7812.0
8415.0
14916.0
7619.0
13819.0
5407.0
16024.0
7210.0
5414.0
6109.0
5416.0
22538.0
702.0
6917.0
4419.0
1602.0
5114.0
6817.0
3010.0
6112.0
36924.0
1805.0
17107.0
2603.0
2400.0
20626.0
13523.0
4505.0
6906.0
4411.0
2209.0
3112.0
14717.0
6106.0
19421.0
7022.0
8009.0
9714.0
1105.0
11116.0
4010.0
2302.0
600.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
104.0
1105.0
1404.0
21108.0
7809.0
9418.0
15924.0
1507.0
4707.0
9912.0
23511.0
4702.0
8229.0
19321.0
22429.0
3709.0
2604.0
2206.0
6009.0
5711.0
3113.0
5614.0
10405.0
10509.0
4613.0
4912.0
12009.0
6509.0
5613.0
8113.0
8016.0
5311.0
905.0
3910.0
2008.0
3111.0
3409.0
2704.0
4105.0
7913.0
5411.0
3419.0
12315.0
5608.0
3913.0
1104.0
14225.0
5005.0
10010.0
17512.0
5908.0
1506.0
5104.0
18315.0
4411.0
8412.0
3718.0
11319.0
7910.0
1607.0
9103.0
1408.0
1407.0
11303.0
2907.0
6308.0
2612.0
2809.0
6012.0
3108.0
1200.0
6505.0
1205.0
10214.0
2201.0
2903.0
1104.0
2316.0
3809.0
4107.0
5004.0
11420.0
2115.0
5407.0
10916.0
3211.0
21214.0
6417.0
14722.0
9417.0
13207.0
4608.0
1405.0
4807.0
4610.0
7715.0
2518.0
16618.0
20936.0
9211.0
19529.0
13118.0
803.0
3006.0
23429.0
13112.0
2413.0
1703.0
6520.0
5314.0
903.0
10518.0
5903.0
3806.0
2405.0
2804.0
4604.0
7516.0
6804.0
4215.0
8117.0
12414.0
6121.0
1307.0
3706.0
11643.0
7112.0
10020.0
21922.0
4713.0
10815.0
8829.0
8008.0
4614.0
8636.0
25727.0
8119.0
14412.0
17514.0
9516.0
804.0
3306.0
3811.0
604.0
9008.0
11416.0
4005.0
5006.0
1310.0
12726.0
1111.0
3309.0
1207.0
103.0
204.0
5716.0
6619.0
7914.0
25028.0
8724.0
4612.0
2804.0
5415.0
2907.0
8821.0
4915.0
7115.0
2208.0
3206.0
3614.0
10212.0
2310.0
1103.0
3204.0
5313.0
5709.0
10116.0
4112.0
2806.0
10709.0
4604.0
3005.0
12107.0
1608.0
3309.0
5020.0
1006.0
406.0
602.0
1505.0
1805.0
11107.0
2609.0
5514.0
2210.0
2306.0
2004.0
10717.0
27526.0
3515.0
5307.0
16924.0
9016.0
5710.0
5906.0
5814.0
28727.0
2807.0
309.0
29030.0
5312.0
2204.0
4516.0
6914.0
16320.0
7808.0
3612.0
3711.0
5122.0
4310.0
600.0
6718.0
8623.0
7809.0
2408.0
4411.0
8820.0
5316.0
3207.0
3814.0
2813.0
2306.0
13718.0
22825.0
2605.0
29445.0
2411.0
1311.0
3205.0
703.0
5210.0
4710.0
2610.0
9827.0
7218.0
21841.0
6616.0
3008.0
13612.0
13105.0
5709.0
5723.0
3905.0
2608.0
1715.0
608.0
3007.0
400.0
5106.0
5502.0
2108.0
5709.0
18938.0
16824.0
1809.0
6215.0
2605.0
3208.0
5703.0
4210.0
8206.0
12226.0
4708.0
20538.0
17525.0
401.0
14517.0
7205.0
12811.0
9333.0
5311.0
10916.0
12821.0
13624.0
7111.0
3415.0
1907.0
15435.0
24650.0
2408.0
18535.0
14629.0
16929.0
6808.0
27119.0
56929.0
702.0
7816.0
8514.0
7313.0
17118.0
9627.0
14704.0
12026.0
8618.0
7316.0
6118.0
11730.0
11707.0
11126.0
17526.0
31021.0
46741.0
2603.0
10615.0
21340.0
19827.0
29732.0
6817.0
27346.0
9107.0
8410.0
47248.0
6418.0
701.0
9815.0
8907.0
16427.0
13328.0
25729.0
4311.0
3306.0
9223.0
26526.0
24725.0
7408.0
12725.0
4313.0
10216.0
8426.0
12211.0
3505.0
2914.0
2306.0
3412.0
14906.0
34625.0
7111.0
14218.0
21927.0
2108.0
11011.0
6318.0
10230.0
5011.0
12414.0
7612.0
9229.0
11507.0
10009.0
5116.0
607.0
4715.0
5315.0
1306.0
11211.0
1003.0
4308.0
4005.0
20524.0
18744.0
11512.0
3309.0
6209.0
5411.0
5711.0
16521.0
4815.0
4119.0
9106.0
8815.0
7613.0
5311.0
9018.0
16425.0
10706.0
10929.0
5313.0
1706.0
13011.0
26538.0
6511.0
14228.0
10415.0
18627.0
11314.0
13910.0
16841.0
10017.0
10321.0
5016.0
602.0
10312.0
19422.0
10712.0
6814.0
13929.0
2406.0
10427.0
8426.0
5515.0
12224.0
12320.0
11007.0
2410.0
12716.0
7501.0
12208.0
8719.0
3310.0
1200.0
3307.0
5106.0
12420.0
14124.0
17737.0
1807.0
11512.0
10515.0
10834.0
4104.0
14245.0
11610.0
19010.0
4.0
12208.0
7126.0
3813.0
6814.0
10919.0
1104.0
26627.0
503.0
2815.0
17620.0
4113.0
5209.0
3508.0
10237.0
14311.0
24512.0
13015.0
4006.0
27536.0
11312.0
14320.0
10122.0
3008.0
5609.0
16833.0
3413.0
6020.0
8110.0
4119.0
4009.0
48859.0
4713.0
12723.0
26339.0
3310.0
25909.0
2906.0
20527.0
18222.0
8618.0
19222.0
12523.0
11915.0
9018.0
10922.0
2703.0
6324.0
3913.0
9416.0
14419.0
9009.0
34323.0
2002.0
7616.0
7309.0
12519.0
13110.0
12725.0
703.0
4017.0
5507.0
8815.0
4408.0
8011.0
4602.0
43343.0
30744.0
9114.0
17810.0
20221.0
20832.0
8308.0
25129.0
1504.0
6611.0
1506.0
10916.0
6309.0
5918.0
400.0
13922.0
4805.0
3815.0
8524.0
7716.0
8909.0
12321.0
3611.0
6205.0
6606.0
3417.0
4810.0
4610.0
12713.0
5813.0
4113.0
6911.0
12914.0
17231.0
47530.0
8412.0
41732.0
22021.0
31045.0
11614.0
1201.0
4404.0
6110.0
57039.0
8313.0
43542.0
12015.0
32341.0
17139.0
15814.0
11113.0
8806.0
705.0
5322.0
22422.0
15525.0
7813.0
16733.0
23125.0
5408.0
9729.0
7217.0
9015.0
12213.0
17328.0
10214.0
11122.0
21333.0
12517.0
2306.0
9019.0
8707.0
7019.0
16029.0
16125.0
10108.0
12716.0
15609.0
2106.0
10723.0
23124.0
2916.0
37329.0
15231.0
8015.0
3804.0
3316.0
9607.0
31647.0
11919.0
4406.0
17725.0
7220.0
9820.0
3015.0
11919.0
17314.0
2909.0
7914.0
10113.0
2906.0
13815.0
8015.0
12413.0
10526.0
15921.0
9133.0
3205.0
3003.0
3005.0
5806.0
503.0
2305.0
903.0
200.0
0.0
3209.0
5113.0
1.0
204.0
100.0
1302.0
0.0
4612.0
1803.0
13613.0
505.0
14908.0
7307.0
900.0
10708.0
200.0
200.0
1803.0
2406.0
4809.0
7513.0
1304.0
6317.0
8314.0
0.0
7006.0
5613.0
2904.0
0.0
300.0
3105.0
9718.0
3500.0
12909.0
603.0
11615.0
3.0
601.0
13110.0
300.0
800.0
0.0
1900.0
602.0
4305.0
2005.0
5508.0
3112.0
804.0
0.0
702.0
5601.0
2200.0
3005.0
301.0
203.0
3910.0
100.0
501.0
4707.0
0.0
0.0
3805.0
803.0
1601.0
6411.0
0.0
2104.0
502.0
5110.0
100.0
301.0
3907.0
100.0
0.0
400.0
1202.0
3303.0
0.0
0.0
101.0
302.0
801.0
0.0
3902.0
2201.0
200.0
0.0
800.0
300.0
0.0
0.0
902.0
402.0
301.0
102.0
601.0
202.0
700.0
501.0
0.0
100.0
806.0
502.0
2803.0
1400.0
0.0
1700.0
101.0
303.0
100.0
100.0
1412.0
2610.0
701.0
200.0
300.0
102.0
1301.0
701.0
201.0
703.0
403.0
1203.0
1900.0
101.0
201.0
403.0
802.0
701.0
0.0
2402.0
600.0
3303.0
1003.0
1810.0
1300.0
1605.0
506.0
102.0
1304.0
1303.0
1104.0
301.0
1502.0
503.0
